,id,texto,etiqueta_final,texto_ed,etiqueta_etapa0
10109,10110,"es insulina dependiente, tiene que salir de su casa para que la farmicia le venda y le administre la inyección.",NEUTRAL,insulina dependiente salir casa farmicia venda administre inyeccion,NR
10578,10579,"hoy tuvo un día con micho dolor en sus pies, dice que lo unico que hizo fue la comida, mary tiene  problemas en los pies desde hace años  esta tratada, pero cuando hay mucha humedad el dolor es mas fuerte",NEUTRAL,micho dolor pies unico comida problemas pies anos tratada humedad dolor fuerte,NR
4318,4319,"Se habló con la voluntaria para designarle a la Lic LEON Fernanda
Inicia 14/05 - Semanal",NECESIDADES OPERATIVAS,hablo voluntaria designarle lic fernanda inicia _digit_ _digit_ - semanal,NEC_OP
10787,10788,le deje mensaje,NO RELEVANTE,deje mensaje,NR
4180,4181,"Está muy bien, dedicada a ayudar a su hijo.
Le interesa la actividad C7.",POSITIVO,dedicada ayudar hijo interesa actividad c_digit_,R
4528,4529,"Me comenta que tiene una conocida que  es viuda, está enferma y es jubilada del Partido, que podría estar interesada en ingresar al programa de Asistencia al AM del Municipio. Envio un mail a Voluntarios-Adultos mayores de Vicente Lopez para consultar por como debe hacer para inscribirse.",NEUTRAL,comenta conocida viuda enferma jubilada partido interesada ingresar programa asistencia am municipio envio mail voluntarios-adultos mayores vicente lopez consultar inscribirse,NR
9304,9305,no contesta,NO RELEVANTE,contesta,NR
12264,12265,"siguiendo con la comunicación vía whatsapp y en esta ocasión vía telefónica, la señora se encuentra bien de ánimo después de estos días de lluvia y el encierro que tampoco ayuda mucho,  pero está muy bien ahora, lo mismo que de salud...",POSITIVO,siguiendo comunicacion via whatsapp ocasion via telefonica senora animo lluvia encierro ayuda salud,R
6594,6595,Sin novedad,NO RELEVANTE,novedad,NR
5355,5356,"está bien, de buen humor",POSITIVO,humor,R
1330,1331,"Se jubilo hace poco (creo que 6 meses) como aun esta en tramite la jubilación cobra solo el 50%, por eso solicito en su momento hace un mes una caja de alimentos. ¿es viable enviarle una caja de alimentos?",NECESIDADES OPERATIVAS,jubilo _digit_ meses tramite jubilacion cobra _digit_% solicito mes caja alimentos viable enviarle caja alimentos,NEC_OP
5497,5498,INTENTO LLAMAR SIN EXITO,NO RELEVANTE,llamar exito,NR
1365,1366,Sin novedad,NO RELEVANTE,novedad,NR
12135,12136,"se maneja sola, para compras y tramites con recaudos  de prevencion
tiene pami. solicito programa de vacunas. necesita que alguien le retire una receta de su medico en av. maipu y comprar remedio, el dia jueves 9/4. contactar",NEUTRAL,maneja compras tramites recaudos prevencion pami solicito programa vacunas necesita alguien retire receta medico av maipu comprar remedio jueves _digit_ _digit_ contactar,NR
1845,1846,No quiere que lo llamen,NO RELEVANTE,llamen,NR
8239,8240,"Esta bien, respeta su cuarentena, los hijos la asisten y mejor de sus dolores musculares, agradecida por el llamado y escucharla, un buen diálogo y me saluda por el Día del Padre.",POSITIVO,respeta cuarentena hijos asisten dolores musculares agradecida llamado escucharla dialogo saluda padre,R
9450,9451,"17-50- muy bien de ánimo, por noticias buenas de su familia. mañana se comunica con su médico por recetario pendiente.",POSITIVO,_digit_-_digit_- animo noticias familia manana comunica medico recetario pendiente,R
11626,11627,"patricia me envio un ms. de parte de la sra. angela su  agradecimiento al sistema de voluntarios, me cuenta que ya compro los medicamentos con la receta virtual",POSITIVO,envio ms angela agradecimiento sistema voluntarios compro medicamentos receta virtual,R
1903,1904,se encuentra bien. No tiene conectividad.,POSITIVO,conectividad,R
8785,8786,EL DIA 26/06/2020 SE ENTREGO ALIMENTOS EN DOMICILIO,NECESIDADES OPERATIVAS,_digit_ _digit_ _digit_ entrego alimentos domicilio,NEC_OP
6646,6647,Se encuentra bien. Solo me refirió los problemas que hay en Pami para conseguir la medicación del esposo,NEGATIVO,refirio problemas pami medicacion esposo,R
10144,10145,"esta bien, aburrido, pero se entretiene con la computadora.",POSITIVO,aburrido entretiene computadora,R
1150,1151,"ESTA BIEN, ENTUSIASMADA CON EL TALLER DE BORDADO MUNICIPAL",POSITIVO,entusiasmada taller bordado municipal,R
859,860,Se encuentra bien de salud. Familiares le hicieron las compras y retiraron remedios de la farmacia. Se pacta llamado para dentro de una semana,POSITIVO,salud familiares compras retiraron remedios farmacia pacta llamado semana,R
5809,5810,NECESITA QUE NA PERSONA CADA TANTO LE HAGA ALGÚN MANDADO,NECESIDADES OPERATIVAS,necesita na persona haga mandado,NEC_OP
6054,6055,"se esta recuperando bien de la operaciòn. esta angustiada por la situacion, pero bien",NEGATIVO,recuperando operacion angustiada situacion,R
10914,10915,llame en dos ocasiones y no me atendieron,NEGATIVO,llame ocasiones atendieron,R
9840,9841,"el adulto mayor quiere realizar pago de servicios de sencosud, edenor y agua y gas. y no tiene acceso a internet, ni celular, ni tarjeta de débito. ¿cómo puede realixar los pagos?",NEUTRAL,adulto pago servicios sencosud edenor agua gas acceso internet celular tarjeta debito realixar pagos,NR
9330,9331,Se entrega Alimentos  en domicilio 14/8/20.,NECESIDADES OPERATIVAS,entrega alimentos domicilio _digit_ _digit_ _digit_,NEC_OP
3655,3656,Dice encontrarse bien y que no necesita de mayor apoyo en todo momento.,POSITIVO,encontrarse necesita apoyo,R
11198,11199,"me llama nuevamente la am, algo angustiada diciéndome que en la llamada de hace una hora, no podía hablar mucho. necesita la visite una asistente social, que vive en una pension, y es un barrio peligroso....",NEGATIVO,llama nuevamente am angustiada diciendome llamada hora podia hablar necesita visite asistente social vive pension barrio peligroso,R
6277,6278,"Llamo al 47562903, una vez más me da buzón de voz. Procedo a dar de baja.",NO RELEVANTE,llamo _digit_ buzon voz procedo baja,NR
3211,3212,Se entrega Cuadernillo Estimulación Cognitiva I y II en domicilio 14/8/20.,NECESIDADES OPERATIVAS,entrega cuadernillo estimulacion cognitiva ii domicilio _digit_ _digit_ _digit_,NEC_OP
11375,11376,no atiende por elmomento llamare mas tarde,NO RELEVANTE,atiende elmomento llamare,NR
8864,8865,Necesita la tablet para escribir ya que es escritor. Y le entregué los artículos.de.lilpieza.,NECESIDADES OPERATIVAS,necesita tablet escribir escritor entregue articulos lilpieza,NEC_OP
64,65,"ESTÁ MUY BIEN, AUNQUE UN POCO ASUSTADA X LOS CONTAGIOS
LA LLAMARON DE LA MUNI X LOS TALLERES, EN EL HORARIO Q LE OFRECIERON ELLA NO PODÍA, SE COMPROMETIERON A LLAMARLA NUEVAMENTE PARA OFRECERLE OTRAS OPCIONES, PERO AL DÍA DE HOY AÚN NO LA LLAMARON",NEGATIVO,asustada contagios llamaron muni talleres horario ofrecieron podia comprometieron llamarla nuevamente ofrecerle opciones llamaron,R
7208,7209,me comunique para ver como estaba y contarle de los talleres. pero no usa computadora ni maneja celular.,NEUTRAL,comunique contarle talleres computadora maneja celular,NR
11823,11824,se encuentra asistido por su familia no necesita nada por el momento,POSITIVO,asistido familia necesita,R
7989,7990,"Me llamo para que la ayude con un problema que tiene con la tablet. Lamentablemente no pude ayudarla, mande Mail al voluntariado, a ver si alguien la puede ayudar.",NECESIDADES OPERATIVAS,llamo ayude problema tablet lamentablemente pude ayudarla mande mail voluntariado alguien ayudar,NEC_OP
10301,10302,estoy en contacto con nancy aguirre. le pasé la información que ustedes me enviaron sobre centros de vacunación de la neumonía que ella habia pedido. quedó muy agradecida. ella y su familia se encuentran bien. quedamos en volver a comunicarnos en la semana entrante para ver si logró vacunarse.,POSITIVO,contacto aguirre pase informacion enviaron centros vacunacion neumonia pedido agradecida familia encuentran quedamos volver comunicarnos semana entrante logro vacunarse,R
435,436,"Hablo con AM. Comenta lo que estuvo haciendo estos días y sobre manualidades. Pide que la contacte también por whatsapp así me enseña las fotos de lo que estuvo haciendo, info lo voy a hacer.  No tiene necesidades, solo acompañamiento",NEUTRAL,hablo am comenta manualidades pide contacte whatsapp ensena fotos info necesidades acompanamiento,NR
6387,6388,La Señora Ana Slaukin y su marido se encuentran bien.,POSITIVO,senora ana slaukin marido encuentran,R
2551,2552,se la llamo dos veces en el mismo dia no atiende llamado,NO RELEVANTE,llamo atiende llamado,NR
6821,6822,12/06/2020 SE ENTREGO ALIMENTOS EN DOMICILIO,NECESIDADES OPERATIVAS,_digit_ _digit_ _digit_ entrego alimentos domicilio,NEC_OP
9461,9462,18;00 hs hablamos me conto que su hija le pudo pagar las facturas que se vacuno en el anselmo marini y que las chicas la atendieron re bien que vive con una prima que tiene 82 años consiguio deliveri de verduleria . yo le brinde mi celular y ella me paso el de ella 1557022418.,POSITIVO,_digit_;_digit_ hs hablamos conto hija pagar facturas vacuno marini chicas atendieron re vive prima _digit_ anos consiguio deliveri verduleria brinde celular paso _digit_,R
800,801,Se entrega Alimentos en domicilio 21/8/20.,NECESIDADES OPERATIVAS,entrega alimentos domicilio _digit_ _digit_ _digit_,NEC_OP
10103,10104,es bien de animo y se siente con esperanza,POSITIVO,animo siente esperanza,R
6270,6271,"La señora fue muy amable, pero me pidió que no la llamemos mas, porque cuenta con sus hijos y su nuera. Le ofrecí llamarla una vez a la semana y me dijo, de buena manera, prefiere que no lo haga, porque ya cuenta con ayuda.",NO RELEVANTE,senora pidio llamemos hijos nuera ofreci llamarla semana prefiere haga ayuda,NR
6484,6485,Hable con ella y se encontraba bien.  Le mando mail para ir a retirar el alimento.,POSITIVO,hable encontraba mando mail retirar alimento,R
6198,6199,"muy bien de salud,acompañada por la hija",POSITIVO,salud acompanada hija,R
332,333,Le alcancé los alimentos,NECESIDADES OPERATIVAS,alcance alimentos,NEC_OP
6585,6586,llamado,NO RELEVANTE,llamado,NR
10928,10929,llame por teléfono y le pase el teléfono de salud para que lo guien en conseguir las recetas para su mujer.,POSITIVO,llame telefono pase telefono salud guien recetas mujer,R
8312,8313,"MARIA DEL CARMEN BIEN, PREPARANDO LA COMIDA PARA LA SEMANA CUANDO VUELVE DEL TRABAJO DICE QUE SE LE HIZO LARGO EL DIA",POSITIVO,carmen preparando comida semana vuelve trabajo,R
11016,11017,"mantuve nuevamente comunicación con el hijo, indicó que se encuentran bien de salud y que no necesitan asistencia de ningún servicio municipal, sin perjuicio de lo cual se mostró muy agradecido por el llamado.",POSITIVO,mantuve nuevamente comunicacion hijo encuentran salud necesitan asistencia servicio municipal perjuicio mostro agradecido llamado,R
2598,2599,Lo llame a las 15 hs y estaba ocupado me pidio que llame 20:30,NO RELEVANTE,llame _digit_ hs ocupado pidio llame _digit_ _digit_,NR
11636,11637,pidio que no la volvamos a llamar porque no lo necesita,POSITIVO,pidio volvamos llamar necesita,R
3306,3307,Número equivocado o se mudó de residencia.,NO RELEVANTE,numero equivocado mudo residencia,NR
7197,7198,"Atendió su hijo, informó que Miguel Angel falleció el mes pasado.",NO RELEVANTE,atendio hijo miguel angel fallecio mes,NR
12291,12292,sin novedad,NO RELEVANTE,novedad,NR
9453,9454,18:00 hs llame se encuentra bien,POSITIVO,_digit_ _digit_ hs llame,R
8746,8747,no contesta,NO RELEVANTE,contesta,NR
4433,4434,Está esperando la caja de alimentos.  Por lo demás bien.,NECESIDADES OPERATIVAS,esperando caja alimentos,NEC_OP
929,930,El señor se encuentra en buen estado bien de animo a pesar que le volvieron a internar a la señora. Lo único que pide es una enfermera para cuando le den el alta puedan hacerle las curación en la herida del pie,NECESIDADES OPERATIVAS,senor animo volvieron internar senora unico pide enfermera den alta puedan hacerle curacion herida pie,NEC_OP
7037,7038,"Se le notifica a AM que la entrega de la caja de alimentos está programada para el día de hoy 19. AM confirma que la recibió hace unos minutos y está agradecida con la gestión. Su nieta estuvo de cumpleaños y habló con ella, se encuentran bien por lo que por el momento no requieren de gestión",POSITIVO,notifica am entrega caja alimentos programada _digit_ am confirma recibio minutos agradecida gestion nieta cumpleanos hablo encuentran requieren gestion,R
6222,6223,se encuentra muy bien y acompañada,POSITIVO,acompanada,R
1935,1936,Hable en el día de hoy con la mujer de Juan Andrada me dijo que al momento sigue sin necesitar ayuda alimentaria ni de salud ya que tiene asistencia de PAMI. Le pasé mi numero particular en caso de necesitar algo pero como en el otro llamado quedamos en comunicarnos nuevamente en 15 días.,NEUTRAL,hable mujer juan andrada necesitar ayuda alimentaria salud asistencia pami pase numero particular caso necesitar llamado quedamos comunicarnos nuevamente _digit_,NR
10432,10433,"hablé con matilde, está bien, está contenta con la psicóloga pero está preocupada por su hijo que está muy cansado porque se la pasa haciendo mandados para los vecinos.  me ofrecí para hablarle y tratar de reforzar los consejos que ella le daba. me atendió muy bien, le explique que no era un ""chico"", era un ""hombre"" grande y que también corría peligro de contagio. esta encariñado con la gente, la mayoría es mayor o con enfermedades por las que tampoco pueden salir. le sugerí que le dedique una salida por día a cada uno. que les diga que compren para toda la semana. no puede ser que todos los días lo manden por cosa que se olvidaron. entendió. me prometió que iba a estudiar mi propuesta.  es una persona inteligente, razona bien a pesar de su problema de salud.",POSITIVO,hable matilde contenta psicologa preocupada hijo cansado pasa mandados vecinos ofreci hablarle tratar reforzar consejos daba atendio explique chico hombre grande corria peligro contagio encarinado gente mayoria enfermedades salir sugeri dedique salida diga compren semana manden cosa olvidaron entendio prometio iba estudiar propuesta persona inteligente razona problema salud,R
5751,5752,no contestan llamo mas tarde,NO RELEVANTE,contestan llamo,NR
7324,7325,Ali se encuentra muy bien. Tenemos comunicación frecuente x wsp. Es una persona muy vivaz y alegre. Va a evaluar si se anota en cursos,POSITIVO,comunicacion frecuente wsp persona vivaz alegre evaluar anota cursos,R
2502,2503,Se entrega Alimentos en domicilio 21/8/20.,NECESIDADES OPERATIVAS,entrega alimentos domicilio _digit_ _digit_ _digit_,NEC_OP
9356,9357, llamado sin novedades,NEUTRAL,llamado novedades,NR
4938,4939,Atiende contestador automatico,NO RELEVANTE,atiende contestador automatico,NR
9943,9944,"el día 6 de mayo se converso con la señora angelita dieguez, se muestra contenta por qué dos de sus hijas fueron a visitarla, tomando todos los recaudos...pudo hablar a pami y le asignaron otra clínica, para consultorios creemos, cuenta q la doctora de cabecera le envío la receta electrónica y pudo comprar los remedios para el mes...manifiesta q a raíz de la cuarentena habla más con sus parientes y q pasa el día entretenida , casi no sale de su casa...es una señora amable q agradece este contacto, se establece llamadas para continuar con el vínculo...",POSITIVO,_digit_ mayo converso senora angelita dieguez muestra contenta hijas visitarla tomando recaudos hablar pami asignaron clinica consultorios creemos doctora cabecera envio receta electronica comprar remedios mes manifiesta raiz cuarentena parientes pasa entretenida sale casa senora agradece contacto establece llamadas continuar vinculo,R
705,706,"Buenos días. Tanto ella como la madre se encuentran bien, tratando de tomar cautela la información que transmiten en los medios de comunicación. 
Me volvió a consultar si había posibilidad alguna de posibilitarle un envase vacio de una garrafa, ya que es lo único que cuenta para calefaccionar su vivienda y tiene temor de que se le acabe en un horario o dia que no pueda reponerla de inmediato y pase frio su madre.",NECESIDADES OPERATIVAS,madre encuentran tratando tomar cautela informacion transmiten medios comunicacion volvio consultar posibilidad posibilitarle envase vacio garrafa unico calefaccionar vivienda temor acabe horario reponerla inmediato pase frio madre,NEC_OP
7014,7015,EL DIA 26/06/2020 SE ENTREGO ALIMENTOS EN DOMICILIO,NECESIDADES OPERATIVAS,_digit_ _digit_ _digit_ entrego alimentos domicilio,NEC_OP
5409,5410,en el día de hoy llame al 147 para solicitar los alimentos para Elsa.,NECESIDADES OPERATIVAS,llame _digit_ solicitar alimentos,NEC_OP
6637,6638,Hoy a las 15:00 hs. la llamé y me atendió el contestador. Me devolvió el llamado.,NO RELEVANTE,_digit_ _digit_ hs llame atendio contestador devolvio llamado,NR
6100,6101,"13/7/20, por indicacion de Desarrollo social se informa que se mudo, su telefono no corresponde a un abonado en servicio",NO RELEVANTE,_digit_ _digit_ _digit_ indicacion desarrollo social informa mudo telefono corresponde abonado servicio,NR
6237,6238,"Animada, hablamos poquito por que es la hora de su almuerzo",POSITIVO,animada hablamos poquito hora almuerzo,R
1438,1439,"Llamo a AM, pero no hay respuesta alguna. Es el cuarto día consecutivo sin respuesta alguna.",NO RELEVANTE,llamo am respuesta cuarto consecutivo respuesta,NR
6622,6623,Intenté nuevamente pero vuelve a indicar que el número de teléfono no corresponde a un abonado en servicio.,NO RELEVANTE,intente nuevamente vuelve indicar numero telefono corresponde abonado servicio,NR
1947,1948,hacer encuesta,NO RELEVANTE,encuesta,NR
3849,3850,"hablamos con la hija miriam quien se ocupa de Beatriz, y me dijo que se encuentra bien y que le tomaron los datos para la tablet",POSITIVO,hablamos hija ocupa tomaron datos tablet,R
11182,11183,"me he comunicado con ella los dias 7/04, 8/04, 11/04, 13/04, 14/04 , 15 /04
 ( saludandola por su cumpleaños), 16/04 . muy participativa. no requiere de asistencia especial",POSITIVO,comunicado _digit_ _digit_ _digit_ _digit_ _digit_ _digit_ _digit_ _digit_ _digit_ _digit_ _digit_ _digit_ saludandola cumpleanos _digit_ _digit_ participativa requiere asistencia especial,R
10190,10191,"esta muy bien , hable con el su esposa alicia estaba trabajando, todo el tiempo me cuenta  de sus nietos y el que viene en camino es lo que mas extraña",POSITIVO,hable esposa alicia trabajando nietos viene camino extrana,R
9109,9110,se encuentran bien de animo se desenvuelven bien con todo seguire llamando,POSITIVO,encuentran animo desenvuelven seguire llamando,R
8369,8370,Sin novedad,NO RELEVANTE,novedad,NR
4382,4383,Se encuentra bien de salud y sin necesidades. Se pacta llamado para dentro de unos dias.,POSITIVO,salud necesidades pacta llamado,R
10820,10821,"les conté donde retirar la caja de alimentos.
están complicados para retirarla.",NEUTRAL,conte retirar caja alimentos complicados retirarla,NR
6553,6554,"Hablé con Maria, se encuentra muy bien.
muy animada, hoy fue a ver a su doctora, la encontró bien.
el 8/7 tiene la proxima quimio",POSITIVO,hable animada doctora encontro _digit_ _digit_ proxima quimio,R
11576,11577,"no tiene mas medicación para su efisema, y recién se los traen la semana que viene.",NEGATIVO,medicacion efisema recien traen semana viene,R
7130,7131,"6/7/20, me comunique con Maria Cristina y converso  mas de 45 minutos, me contó de su problemita de salud, pero se encuentra muy bien y asistida por sus hijas, me indico que no necesita que la llamemos, solicito la baja",POSITIVO,_digit_ _digit_ _digit_ comunique converso _digit_ minutos conto problemita salud asistida hijas necesita llamemos solicito baja,R
9399,9400,"07/05- angela bien, espera a su hija que le realiza las compras y almuerza con ella esta contenta.
08/05- angela bien, lavando ropa, podando el ficus que tiene en el bacon asi paso el tiempo me cuenta",POSITIVO,_digit_ _digit_- angela espera hija realiza compras almuerza contenta _digit_ _digit_- angela lavando ropa podando ficus bacon paso,R
8215,8216,"en el día de la fecha me comunico con natividad, y me atendió su nieta quien me informa que la señora natividad falleció hace unos días . ella tenia una enfermedad crónica la cual empeoro, la internaron en el hospital Vicente lopez y ahí se contagio de covid., y fallecio.
la nieta esta bien, le ofrecí mi ayuda y si quería mantener un contacto conmigo, me dijo que no era necesario. igualmente le deje mi numero telefónico por cualquier cosa que necesite .",NO RELEVANTE,fecha comunico atendio nieta informa senora fallecio enfermedad cronica empeoro internaron hospital vicente lopez contagio covid fallecio nieta ofreci ayuda queria mantener contacto necesario igualmente deje numero telefonico cosa necesite,NR
1959,1960,"Llamado para ver como estaba. Esta bien 
No demostro mucho interes en la encuesta",POSITIVO,llamado demostro interes encuesta,R
10520,10521,"hoy hable con aida para informarle que le enviarían la caja de alimentos, me pidió ayuda psicológica porque se esta empezando a deprimir. el no poder ver a su nieto y madre la esta poniendo muy mal. 
aida perdio un hijo hace 5 años y no puede superar la perdida",NEGATIVO,hable informarle enviarian caja alimentos pidio ayuda psicologica empezando deprimir nieto madre poniendo perdio hijo _digit_ anos superar perdida,R
231,232,Hablamos de las compras y cosas de la.pandemia esta muy preocupado,NEGATIVO,hablamos compras pandemia preocupado,R
9066,9067,SE ENTREGO ALIMENTOS EN DOMICILIO 21/08/2020,NECESIDADES OPERATIVAS,entrego alimentos domicilio _digit_ _digit_ _digit_,NEC_OP
10462,10463,"he intentado contactarme con ricardo el sabado a las 11:35am, en su casa nadie contesta, le dejo mensaje con mi nombre, dni y presentandome y el objetivo del llamado. tambien he dejado mi numero de telefono por si necesita regresar mi llamado.  acto seguido llamo a su celular, me contesta, pero no escucha. entonces decido enviarle un audio de whatsapp con la misma informacion dejada en el buzon del telefono fijo.",NO RELEVANTE,intentado contactarme ricardo sabado _digit_ _digit_am casa contesta mensaje nombre dni presentandome objetivo llamado dejado numero telefono necesita regresar llamado acto seguido llamo celular contesta escucha decido enviarle audio whatsapp informacion dejada buzon telefono fijo,NR
1838,1839,"Esta muy bien, se cuida del frío, tuvimos una muy larga y agradable charla, me contó que en otra época tuvo restaurant, me hablo de como cocinaba y mucho mas, me dice que cuándo pase esta cuarentena me quiere conocer!!!!!!!!!!",POSITIVO,cuida frio larga agradable charla conto epoca restaurant hablo cocinaba pase cuarentena,R
3025,3026,Se entrega material cognitivo en domicilio 24/7/20.,NECESIDADES OPERATIVAS,entrega material cognitivo domicilio _digit_ _digit_ _digit_,NEC_OP
342,343,Se entrega Alimentos en domicilio 7/8/20.,NECESIDADES OPERATIVAS,entrega alimentos domicilio _digit_ _digit_ _digit_,NEC_OP
12614,9996,"Está muy bien, un poco resfriada, por eso se queda sin salir.

Comenzó a participar de talleres virtuales de cultura de la MVL",NEGATIVO,resfriada queda salir comenzo participar talleres virtuales cultura mvl,R
11305,11306,necesita un voluntario que la pueda asistir con lo detallado en observaciones. dado la distancia yo no puedo asistirla,NEUTRAL,necesita voluntario asistir detallado observaciones distancia asistirla,NR
6463,6464,SE ENTREGO MATERIAL COGNITIVO EN DOMICILIO EL 31/07/2020,NECESIDADES OPERATIVAS,entrego material cognitivo domicilio _digit_ _digit_ _digit_,NEC_OP
12319,12320,solicita un psicologo y caja de alimentos. ya pase la info y ahora solicitare un psicologo,POSITIVO,solicita psicologo caja alimentos pase info solicitare psicologo,R
7239,7240,"Están bien, felices y acompañándose entre ellos, gracias a dios no necesitan nada, solo hablar y escuchar una voz nueva, se siente contenta con mis llamados.",POSITIVO,felices acompanandose necesitan hablar escuchar voz siente contenta llamados,R
2642,2643,hoy solicite la caja de alimentos quedaron en confirmar.,NECESIDADES OPERATIVAS,solicite caja alimentos quedaron confirmar,NEC_OP
2681,2682,hoy hable con Elsa y me comentó que según el voluntario anterior todos los días 04 de cada mes le pedía la caja de alimentos y que ella y su marido están bien así que hoy voy a pedir la caja y cuando se la llevan quede que la llamaba.,NECESIDADES OPERATIVAS,hable voluntario _digit_ mes pedia caja alimentos marido pedir caja llevan quede llamaba,NEC_OP
12409,12410,"todo bien, reagendamos para hablar el lunes.",POSITIVO,reagendamos hablar lunes,R
8862,8863,No pude comunicarme,NO RELEVANTE,pude comunicarme,NR
5088,5089,"6/7/20 Llamado.  Me comunico al celular que figura en sistema, que pertenece a su hija Cristina (empleada de mvl).  Ella le alcanza el teléfono porque el señor no se puede trasladar al de línea.  
Me comentaron que tienen una tía viviendo en un geriátrico que le haría bien que la llamemos.  Elevo la consulta al mail de voluntarios@vicente...",NECESIDADES OPERATIVAS,_digit_ _digit_ _digit_ llamado comunico celular figura sistema pertenece hija empleada mvl alcanza telefono senor trasladar linea comentaron tia viviendo geriatrico haria llamemos elevo consulta mail voluntarios@vicente,NEC_OP
8418,8419,Sin novedad,NO RELEVANTE,novedad,NR
10908,10909,"llamé al teléfono de línea y da constantemente ocupado (a mi parecer no le funciona, ya que lo hice en distintos horarios el lunes y hoy sigue igual), llamé al celular y no atiende nadie.",NO RELEVANTE,llame telefono linea constantemente ocupado parecer funciona hice distintos horarios lunes llame celular atiende,NR
10210,10211,"esta muy triste, las dos veces que la llame no dejaba de llorar. esta con  internacion domiciliaria ya que tiene ulceras sangrantes en las piernas.",NEGATIVO,triste llame dejaba llorar internacion domiciliaria ulceras sangrantes piernas,R
6051,6052,HOY ME  COMUNIQUE CON JUAN CARLOS VIA WWHATSAAP Y ME COMENTO SOBRE UN LISTADO PARA RECIBIR ALIMENTOS DEL COTO,NEUTRAL,comunique juan carlos via wwhatsaap listado recibir alimentos coto,NR
6848,6849,NO RESPONDE AL LLAMADO.,NO RELEVANTE,responde llamado,NR
5190,5191,La Señora Beatriz Dib se encuentra bien.,POSITIVO,senora dib,R
8403,8404,Estaba preocupada por un tema bancario,NEGATIVO,preocupada tema bancario,R
10426,10427,"hablé con lidia, está bien de salud, me comenta que quedó muy preocupada porque recibió una llamada al celular, pidieron hablar con su esposo, le dijeron que era de caba para ofrecer algún tipo de ayuda que pudiera necesitar. respondió que no, le agradeció y cortó. ella recibe el mismo servicio de mi parte, no tiene lógica ese llamado, quedó asustada. otro teme que hablamos es que se le pasó pedir la poda del árbol de su vereda y debe subir frecuentemente a la terraza a sacar bolsas de consorcio llenas de hoja. si llueve se le inunda la cocina y los  problemas de humedad que esto le ocasiona. está fuera del plazo estipulado y no logra que le reciban el reclamo",NEGATIVO,hable salud comenta preocupada recibio llamada celular pidieron hablar esposo caba ofrecer tipo ayuda pudiera necesitar respondio agradecio corto recibe servicio logica llamado asustada teme hablamos paso pedir poda arbol vereda subir frecuentemente terraza sacar bolsas consorcio llenas hoja llueve inunda cocina problemas humedad ocasiona plazo estipulado logra reciban reclamo,R
5249,5250,"HABLE CON MARIA FUE HACER LOS MANDADOS  HOY Y ESTA MUY BIEN ,Y CHARLAMOS MUCHO  DE LOS HIJOS",POSITIVO,hable mandados charlamos hijos,R
10394,10395,"hable con ella ayer a la tardecita y estaba bien.  ya retiro sus alimentos, fue una nieta.  charlamos un rato y sigo en contacto.",POSITIVO,hable tardecita retiro alimentos nieta charlamos rato sigo contacto,R
6600,6601,"Hemos realizado la derivación correspondiente para la asistencia psicológica. A la brevedad, un profesional se estará comunicando. Saludos!",NECESIDADES OPERATIVAS,derivacion correspondiente asistencia psicologica brevedad profesional comunicando saludos,NEC_OP
11479,11480,no me pude comunicar con ella,NO RELEVANTE,pude comunicar,NR
9970,9971,el numero no corresponde a un abonado en servicio,NO RELEVANTE,numero corresponde abonado servicio,NR
552,553,NO RESPONDE EL TELEFONO HOY,NO RELEVANTE,responde telefono,NR
4961,4962,"La AM esta el cuidado de su hija .ha solicitado la caja de alimentos  ,se le entregaron en su domicilio por el equipo de voluntarios  AM  .",NECESIDADES OPERATIVAS,am cuidado hija solicitado caja alimentos entregaron domicilio equipo voluntarios am,NEC_OP
6980,6981,La Señora Ana Slaukin se encuentra bien.,POSITIVO,senora ana slaukin,R
8793,8794,"El esta bien, fue a hacer las compras al  supermercado",POSITIVO,compras supermercado,R
4374,4375,Sin novedad,NO RELEVANTE,novedad,NR
8483,8484,La llamé para facilitar y aclarar respuesta de duda que tenía.,NEUTRAL,llame facilitar aclarar respuesta duda,NR
1175,1176,hablamos con irene por wasap. ella esta muy bien de animo y acompañada por su esposo.,POSITIVO,hablamos irene wasap animo acompanada esposo,R
12267,12268,sin necesidad,POSITIVO,necesidad,R
12316,12317,solicita recetas de pami se le brindo información de eso y se soluciono el pedido.,NO RELEVANTE,solicita recetas pami brindo informacion soluciono pedido,NR
11510,11511,no pude comunicarme con maria.,NO RELEVANTE,pude comunicarme,NR
1728,1729,"Converse con Lucia un rato largo.  Esta bien de animo junto a su esposo. Le recomende no salir en lo posible y le recorde que por consultas sobre algun arreglo, compra o algo que no pueda hacer se comunique por este medio.  Ella me suele enviar mensajes por whatsapp y yo le respondo con lo que uds me van aconsejando. Todo ok con Lucia.",POSITIVO,converse rato animo esposo recomende salir posible recorde consultas arreglo compra comunique suele enviar mensajes whatsapp respondo aconsejando ok,R
7042,7043,"No necesita nada, vive con su esposo y no le interesa ninguna actividad.",NO RELEVANTE,necesita vive esposo interesa actividad,NR
90,91,"Primer llamado: va a pensar acerca de la propuesta.
Lo llamaré en un par de días",NO RELEVANTE,llamado pensar acerca propuesta llamare par,NR
1350,1351,El numero no pertenece a un abonado en  servvivio,NO RELEVANTE,numero pertenece abonado servvivio,NR
8421,8422,Se encuentra en buen estado de animo.,POSITIVO,animo,R
